concurrency,input,output,ttft_ms,itl_ms,in_tps,out_tps,model_name,tpu_size
8,4096,1,1159.513707500082,0.0,28206.266979921187,6.886295649394821,qwen3_moe-epmoe-perf-tp4-ep4,4
8,8192,1,2552.8346165000357,0.0,25651.940623976345,3.1313404082002374,qwen3_moe-epmoe-perf-tp4-ep4,4
32,4096,1,4638.216140500049,0.0,28218.38733238493,6.889254719820539,qwen3_moe-epmoe-perf-tp4-ep4,4
32,8192,1,10208.41892049998,0.0,25654.894047058264,3.131700933478792,qwen3_moe-epmoe-perf-tp4-ep4,4
32,4096,1024,2416.165359499928,17.958004499973867,5690.969922150233,1422.7424805375583,qwen3_moe-epmoe-perf-tp4-ep4,4
64,4096,1024,5951.133803500056,26.454703999888807,6965.306286038063,1741.3265715095158,qwen3_moe-epmoe-perf-tp4-ep4,4
96,4096,1024,7053.641451999852,35.31373999999232,7848.693478856463,1962.1733697141158,qwen3_moe-epmoe-perf-tp4-ep4,4
