SHA,Author,Commit_Msg,Run_URL
d8b61193a99064f0cfc57e08d28b6a033c11cc4a,linhaifeng,[Feat] Support simulated acceptance across speculative verify paths (#1485),https://github.com/sgl-project/sglang-jax/actions/runs/30756555310
