concurrency,input,output,ttft_ms,itl_ms,in_tps,out_tps,model_name,tpu_size
8,4096,1,1093.7134104997313,0.0,29900.58417849542,7.299947309202984,qwen3_moe-epmoe-perf-tp4-ep4,4
8,8192,1,2416.5148675001547,0.0,27097.418793013294,3.3077903800065056,qwen3_moe-epmoe-perf-tp4-ep4,4
32,4096,1,4375.013317999219,0.0,29911.360836418484,7.302578329203731,qwen3_moe-epmoe-perf-tp4-ep4,4
32,8192,1,9662.131473500267,0.0,27101.94403989045,3.30834277830694,qwen3_moe-epmoe-perf-tp4-ep4,4
32,4096,1024,2280.6838810001864,14.29559100051847,6885.153990003245,1721.2884975008112,qwen3_moe-epmoe-perf-tp4-ep4,4
64,4096,1024,5610.141260000091,24.76886699878378,7186.589129158582,1796.6472822896455,qwen3_moe-epmoe-perf-tp4-ep4,4
96,4096,1024,6650.123792000159,26.550761499493092,9748.099892020064,2437.024973005016,qwen3_moe-epmoe-perf-tp4-ep4,4
