concurrency,input,output,ttft_ms,itl_ms,in_tps,out_tps,model_name,tpu_size
8,4096,1,870.5324809999411,0.0,37538.91109378613,9.16477321625638,qwen3_moe-fused-perf-tp4-ep4,4
8,8192,1,1976.0692085000073,0.0,33134.86732819999,4.0447836093994125,qwen3_moe-fused-perf-tp4-ep4,4
32,4096,1,3482.147271499798,0.0,37550.3774974035,9.167572631202026,qwen3_moe-fused-perf-tp4-ep4,4
32,8192,1,7894.434748500089,0.0,33142.41699173258,4.045705199186106,qwen3_moe-fused-perf-tp4-ep4,4
32,4096,1024,1822.2375855000337,19.156130000283156,5673.051262153586,1418.2628155383966,qwen3_moe-fused-perf-tp4-ep4,4
64,4096,1024,4470.281613000225,27.156869500004177,7275.978012787934,1818.9945031969835,qwen3_moe-fused-perf-tp4-ep4,4
96,4096,1024,5305.07720799983,34.83253449962831,8523.444546172872,2130.861136543218,qwen3_moe-fused-perf-tp4-ep4,4
