concurrency,input,output,ttft_ms,itl_ms,in_tps,out_tps,model_name,tpu_size
8,4096,1,994.2983105001986,0.0,32880.11259607941,8.0273712392772,qwen3_moe-epmoe-perf-tp4-ep4,4
8,8192,1,2211.6697575002036,0.0,29605.650089898816,3.6139709582396016,qwen3_moe-epmoe-perf-tp4-ep4,4
32,4096,1,3978.133058999447,0.0,32890.18083742872,8.029829306012871,qwen3_moe-epmoe-perf-tp4-ep4,4
32,8192,1,8841.90363000016,0.0,29606.996165619414,3.6141352741234636,qwen3_moe-epmoe-perf-tp4-ep4,4
32,4096,1024,2079.56836250014,13.998084000377276,7136.761973432127,1784.1904933580317,qwen3_moe-epmoe-perf-tp4-ep4,4
64,4096,1024,5103.498940999998,23.55237150004541,7509.693080951274,1877.4232702378185,qwen3_moe-epmoe-perf-tp4-ep4,4
96,4096,1024,6052.044924500478,25.904777500727505,10215.571974077939,2553.8929935194847,qwen3_moe-epmoe-perf-tp4-ep4,4
