concurrency,input,output,ttft_ms,itl_ms,in_tps,out_tps,model_name,tpu_size
8,4096,1,785.9094340000183,0.0,40751.22894378171,9.949030503852956,qwen3_moe-fused-perf-tp4-ep4,4
8,8192,1,1789.2281379999986,0.0,36589.96216508269,4.46654811585482,qwen3_moe-fused-perf-tp4-ep4,4
32,4096,1,3141.5509355000495,0.0,41588.236118613,10.153377958645752,qwen3_moe-fused-perf-tp4-ep4,4
32,8192,1,7147.401309499969,0.0,36589.00946797015,4.466431819820575,qwen3_moe-fused-perf-tp4-ep4,4
32,4096,1024,1648.5526105001327,15.609086000040406,6843.372745191383,1710.8431862978457,qwen3_moe-fused-perf-tp4-ep4,4
64,4096,1024,4033.8080610001725,26.01848499989501,7424.305078418672,1856.076269604668,qwen3_moe-fused-perf-tp4-ep4,4
96,4096,1024,4784.5796685001005,27.302389499936908,10497.02156618366,2624.255391545915,qwen3_moe-fused-perf-tp4-ep4,4
