concurrency,input,output,ttft_ms,itl_ms,in_tps,out_tps,model_name,tpu_size
8,1024,1,110.96648336005273,10.794661500436446,1270.780481640642,600.5211051647461,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
8,1024,1024,110.96413945996574,10.792927729105077,1274.4912290140055,602.274659099382,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
8,4096,1,110.87715250000656,10.790231332315425,1275.3810639325995,602.6951602452908,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
8,4096,1024,121.37226384002133,10.749476964316907,1273.5249813883938,601.8180482996585,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
8,8192,1,110.81152603999726,10.803471477141706,1266.0721749339073,598.2961437431381,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
8,8192,1024,110.68851964003443,10.794612685307916,1270.0613493649678,600.1812714049531,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
16,1024,1,182.9787827400105,17.029666575815792,1478.664506335113,698.7589566734866,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
16,1024,1024,182.95854426002734,17.03220929680688,1478.8036343894971,698.8247031451906,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
16,4096,1,183.18282195998108,17.031323809893568,1478.1749249741401,698.5275996891711,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
16,4096,1024,182.9164982000384,17.033366820537317,1477.729447471186,698.3170844615098,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
16,8192,1,184.36599714003933,17.0231382435003,1486.1671617757988,702.3044179093204,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
16,8192,1024,182.83952144002797,17.029363558192262,1477.8056127988584,698.353077213531,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
32,1024,1,292.5752421562417,22.81166832327453,1666.772658072124,1086.4655970094118,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
32,1024,1024,288.7820612083469,22.808517938219797,1666.9403169244467,1086.5748834044105,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
32,4096,1,288.87918942708285,22.801944639795682,1671.5110861087028,1089.5542840122348,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
32,4096,1024,290.1487960937696,22.81126870456305,1667.377246113882,1086.859690411744,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
32,8192,1,289.2622560937686,22.81022125240277,1669.3541397267402,1088.1483046021172,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
32,8192,1024,293.3933706458352,22.782886359944563,1670.5335683268713,1088.9171008695419,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
64,1024,1,557.5116295833382,36.5217434014273,1873.935787383061,1334.8873320042424,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
64,1024,1024,556.704639114597,36.568291569351636,1870.1073602113781,1332.1601740261574,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
64,4096,1,549.8592168698029,36.59882078137277,1875.3244664050262,1335.8765494828358,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
64,4096,1024,558.7030692499818,36.52135321537227,1884.6161467865556,1342.4954243225427,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
64,8192,1,558.946300005213,36.52314567731519,1879.5282633968638,1338.871099983714,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
64,8192,1024,558.8817282031092,36.52361801687671,1872.800058657554,1334.0783022079813,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
128,1024,1,8170.618625106775,43.58442889008103,2480.2675085695114,1268.487860617295,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
128,1024,1024,8161.14198880989,43.546669922158166,2482.9203005797967,1269.8445830071837,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
128,4096,1,8166.757843192708,43.61550618095997,2480.1664501179225,1268.4361761039872,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
128,4096,1024,8168.326278786461,43.588692736533325,2477.771320266844,1267.211230355112,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
128,8192,1,8173.629853531247,43.64242374765534,2474.637203813363,1265.6083433031044,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
128,8192,1024,8305.87448681771,44.21579050274983,2446.0482894074603,1250.9870612249347,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
256,1024,1,23530.83105620963,43.40875894254002,2202.775758027399,1305.0589140323275,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
256,1024,1024,23513.11782883333,43.38065540391789,2205.832840828841,1306.8701166236117,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
256,4096,1,23521.343239766924,43.390199863998724,2200.3379908417023,1303.6146318422611,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
256,4096,1024,23492.38921823699,43.34173532913664,2206.6539337444165,1307.3565822226699,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
256,8192,1,23531.274083783843,43.41150092587673,2199.3345772698717,1303.0201483495105,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
256,8192,1024,23511.825494402357,43.37983025752641,2197.59681795709,1301.9905935828376,Qwen/Qwen3-Coder-30B-A3B-Instruct,4
8,1024,1,59.455047999963426,5.635908676600141,2247.3572537939544,1057.233858596228,inclusionAI/Ling-mini-2.0,4
8,1024,1024,59.27446766007051,5.615707099983242,2291.7681640932183,1078.1262725549773,inclusionAI/Ling-mini-2.0,4
8,4096,1,59.20062290002534,5.661885133846507,2259.0223708611416,1062.7215293735817,inclusionAI/Ling-mini-2.0,4
8,4096,1024,61.66421784000704,5.645886914324265,2237.104457621815,1052.4105919615297,inclusionAI/Ling-mini-2.0,4
8,8192,1,59.46949697989112,5.689087543854219,2230.2073654245896,1049.1659634608957,inclusionAI/Ling-mini-2.0,4
8,8192,1024,59.58239730000059,5.640592371740728,2242.121439218591,1054.7707520131244,inclusionAI/Ling-mini-2.0,4
16,1024,1,90.46946065995144,7.943146816626834,2903.1310216832935,1365.7323093082382,inclusionAI/Ling-mini-2.0,4
16,1024,1024,90.62493495996023,7.949001183457413,2903.120238746759,1365.7272366454115,inclusionAI/Ling-mini-2.0,4
16,4096,1,90.14167900006214,7.982431238570626,2811.0644994363506,1322.4210625545902,inclusionAI/Ling-mini-2.0,4
16,4096,1024,90.46130493996316,7.998434790721405,2802.2116787795635,1318.2563923729201,inclusionAI/Ling-mini-2.0,4
16,8192,1,91.14899782000066,8.039181555537022,2797.785573234813,1316.1742006627544,inclusionAI/Ling-mini-2.0,4
16,8192,1024,85.83632741992915,8.0700204055199,2800.8378872212425,1317.610113750481,inclusionAI/Ling-mini-2.0,4
32,1024,1,150.34855604159247,11.935007229527136,3194.514305518808,2082.9375130587637,inclusionAI/Ling-mini-2.0,4
32,1024,1024,145.41881015616318,11.8976792451695,3226.0400217870106,2103.4934069320957,inclusionAI/Ling-mini-2.0,4
32,4096,1,145.09943797915525,11.92049294985398,3198.542557573083,2085.564077385431,inclusionAI/Ling-mini-2.0,4
32,4096,1024,145.12153770836753,11.910408421329985,3205.0523984623524,2089.8087263353136,inclusionAI/Ling-mini-2.0,4
32,8192,1,145.0722233646123,11.913365337473907,3204.559078546422,2089.487064116723,inclusionAI/Ling-mini-2.0,4
32,8192,1024,143.97822894785386,11.91655172061903,3221.9183853898144,2100.8059526758802,inclusionAI/Ling-mini-2.0,4
64,1024,1,270.1413653489908,19.03408911457315,3529.878980664732,2522.306822254791,inclusionAI/Ling-mini-2.0,4
64,1024,1024,270.1677914114337,19.034385995803945,3531.1187112562725,2523.1926829162835,inclusionAI/Ling-mini-2.0,4
64,4096,1,267.82378258333495,19.040495270529007,3528.1161434134347,2521.047171017503,inclusionAI/Ling-mini-2.0,4
64,4096,1024,268.31076102601514,19.044879552928016,3522.7292613846103,2517.1979259395803,inclusionAI/Ling-mini-2.0,4
64,8192,1,268.28634448434724,19.048958813812703,3523.284011902693,2517.5943279193857,inclusionAI/Ling-mini-2.0,4
64,8192,1024,268.5123281874742,19.0316311329809,3524.2503627942315,2518.2848426536784,inclusionAI/Ling-mini-2.0,4
128,1024,1,472.730837479169,31.553510729971986,5882.321711941071,3041.2707286091554,inclusionAI/Ling-mini-2.0,4
128,1024,1024,468.23725685158263,31.465173500581393,5907.698318379079,3054.3909104235363,inclusionAI/Ling-mini-2.0,4
128,4096,1,466.3538695859444,31.616590640768965,5869.96887067739,3034.884077829052,inclusionAI/Ling-mini-2.0,4
128,4096,1024,465.5088061380231,31.540231592932066,5891.296115721393,3045.9106638014805,inclusionAI/Ling-mini-2.0,4
128,8192,1,461.6373148333537,31.55209403632715,5888.254997502748,3044.338348604603,inclusionAI/Ling-mini-2.0,4
128,8192,1024,468.71278926825727,31.491736684636436,5882.465141596858,3041.3448844331856,inclusionAI/Ling-mini-2.0,4
256,1024,1,776.6339090377769,45.54441469118825,6479.633911481546,3855.7704030900636,inclusionAI/Ling-mini-2.0,4
256,1024,1024,771.7658773398668,45.61313509303002,6522.374193995847,3881.203431960157,inclusionAI/Ling-mini-2.0,4
256,4096,1,773.187247704449,45.34740458911768,6504.285115385579,3870.43934638411,inclusionAI/Ling-mini-2.0,4
256,4096,1024,779.3093312591127,45.50998765093412,6474.303128511433,3852.5982678302244,inclusionAI/Ling-mini-2.0,4
256,8192,1,770.7068999205641,45.601400609385735,6478.60329560745,3855.1571248958653,inclusionAI/Ling-mini-2.0,4
256,8192,1024,772.9107508489435,45.36789700210881,6494.637100985664,3864.6981997576227,inclusionAI/Ling-mini-2.0,4
