concurrency,input,output,ttft_ms,itl_ms,in_tps,out_tps,model_name,tpu_size
8,4096,1,1160.398495000095,0.0,28188.44946239212,6.881945669529326,qwen3_moe-epmoe-perf-tp4-ep4,4
8,8192,1,2555.2325924999195,0.0,25627.281969746455,3.1283303185725653,qwen3_moe-epmoe-perf-tp4-ep4,4
32,4096,1,4641.4885469999945,0.0,28197.68546857357,6.884200553850969,qwen3_moe-epmoe-perf-tp4-ep4,4
32,8192,1,10217.818177000026,0.0,25629.8663264851,3.128645791807263,qwen3_moe-epmoe-perf-tp4-ep4,4
32,4096,1024,2420.5067154998687,17.96039999999266,5689.93364022601,1422.4834100565024,qwen3_moe-epmoe-perf-tp4-ep4,4
64,4096,1024,5957.005236499981,26.43433950004237,6967.341004215664,1741.835251053916,qwen3_moe-epmoe-perf-tp4-ep4,4
96,4096,1024,7061.5138379998825,35.32010000003538,7847.2460436695455,1961.8115109173864,qwen3_moe-epmoe-perf-tp4-ep4,4
