concurrency,input,output,ttft_ms,itl_ms,in_tps,out_tps,model_name,tpu_size
8,4096,1,1763.0716684993786,0.0,18554.903036742817,4.530005624204789,qwen3_32b-perf-tp4,4
8,8192,1,4049.4242095001027,0.0,16174.123507891192,1.974380311021874,qwen3_32b-perf-tp4,4
32,4096,1,7051.506074500139,0.0,18565.37825801379,4.532563051272898,qwen3_32b-perf-tp4,4
32,8192,1,16198.531066000214,0.0,16175.128831668766,1.9745030312095662,qwen3_32b-perf-tp4,4
16,4096,1024,1906.5397955000662,19.597944500219455,2756.2150722798274,689.0537680699568,qwen3_32b-perf-tp4,4
32,4096,1024,4309.883832499963,23.917398000321555,3912.415373975921,978.1038434939802,qwen3_32b-perf-tp4,4
