concurrency,input,output,ttft_ms,itl_ms,in_tps,out_tps,model_name,tpu_size
8,4096,1,1758.3446109983925,0.0,18603.372587247886,4.541839010558566,qwen3_32b-perf-tp4,4
8,8192,1,4027.790375499535,0.0,16261.901710010941,1.98509542358532,qwen3_32b-perf-tp4,4
32,4096,1,7031.220388000293,0.0,18616.31370713147,4.544998463655144,qwen3_32b-perf-tp4,4
32,8192,1,16110.081253000317,0.0,16262.991180140258,1.985228415544465,qwen3_32b-perf-tp4,4
16,4096,1024,1897.1373309977935,19.59540650022973,2773.0556357721116,693.2639089430279,qwen3_32b-perf-tp4,4
32,4096,1024,4343.040563999239,24.004675999094616,3896.6914721068715,974.1728680267179,qwen3_32b-perf-tp4,4
