concurrency,input,output,ttft_ms,itl_ms,in_tps,out_tps,model_name,tpu_size
8,4096,1,1104.1252099967096,0.0,29616.981891128005,7.230708469513673,qwen3_moe-epmoe-perf-tp4-ep4,4
8,8192,1,2438.1318095038296,0.0,26856.51098675149,3.278382688812438,qwen3_moe-epmoe-perf-tp4-ep4,4
32,4096,1,4416.590938002628,0.0,29627.862444086055,7.233364854513197,qwen3_moe-epmoe-perf-tp4-ep4,4
32,8192,1,9750.17195399414,0.0,26857.871817100964,3.2785488057984575,qwen3_moe-epmoe-perf-tp4-ep4,4
32,4096,1024,2302.085931500187,14.055339503102005,6948.482038656727,1737.1205096641818,qwen3_moe-epmoe-perf-tp4-ep4,4
64,4096,1024,5665.329188996111,24.519129998225253,7179.118358118036,1794.779589529509,qwen3_moe-epmoe-perf-tp4-ep4,4
96,4096,1024,6717.046762503742,26.113140003872104,9821.74790275398,2455.436975688495,qwen3_moe-epmoe-perf-tp4-ep4,4
