concurrency,input,output,ttft_ms,itl_ms,in_tps,out_tps,model_name,tpu_size
8,4096,1,804.1672615000834,0.0,40632.96205743257,9.920156752302873,qwen3_moe-fused-perf-tp4-ep4,4
8,8192,1,1833.9458105000404,0.0,35691.65498117967,4.356891477194784,qwen3_moe-fused-perf-tp4-ep4,4
32,4096,1,3213.9360500000294,0.0,40657.851172657494,9.926233196449584,qwen3_moe-fused-perf-tp4-ep4,4
32,8192,1,7324.2929320000485,0.0,35701.5774466392,4.3581027156542,qwen3_moe-fused-perf-tp4-ep4,4
32,4096,1024,1685.0709945000517,15.699739500064425,6782.990037221118,1695.7475093052794,qwen3_moe-fused-perf-tp4-ep4,4
64,4096,1024,4125.9094844997435,25.917707000189694,7404.291332703981,1851.0728331759954,qwen3_moe-fused-perf-tp4-ep4,4
96,4096,1024,4899.147271499942,27.410697000050277,10413.71011330095,2603.4275283252373,qwen3_moe-fused-perf-tp4-ep4,4
